region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
Lithuania,Historical,EV sales share,Cars,EV,2016,percent,0.32,Other
Slovenia,Historical,EV sales share,Cars,EV,2016,percent,0.32,Other
India,Historical,EV stock share,Cars,EV,2023,percent,0.31,Other
Japan,Historical,EV sales share,Cars,EV,2011,percent,0.31,Other
Japan,Historical,EV stock share,Cars,EV,2017,percent,0.31,Other
North America,Historical,EV stock share,Cars,EV,2017,percent,0.31,Aggregate_sales_stock
Poland,Historical,EV stock share,Cars,EV,2022,percent,0.31,Other
Korea,Historical,EV stock share,Cars,EV,2018,percent,0.31,Other
Sweden,Historical,EV sales share,Cars,EV,2012,percent,0.31,Other
Sweden,Historical,EV stock share,Cars,EV,2015,percent,0.31,Other
India,Projection-STEPS,EV stock share,Cars,EV,2023,percent,0.31,Other
World,Historical,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.3,_World
World,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.3,_World
Brazil,Historical,EV stock share,Cars,EV,2023,percent,0.3,Other
Europe,Historical,EV stock share,Cars,EV,2017,percent,0.3,Aggregate_sales_stock
Mexico,Historical,EV stock share,Cars,EV,2024,percent,0.3,Other
South Africa,Historical,EV sales share,Cars,EV,2023,percent,0.3,Other
Slovakia,Historical,EV sales share,Cars,EV,2018,percent,0.3,Other
Chile,Historical,EV sales share,Cars,EV,2021,percent,0.29,Other
Colombia,Historical,EV stock share,Cars,EV,2022,percent,0.29,Other
Denmark,Historical,EV sales share,Cars,EV,2012,percent,0.29,Other
Greece,Historical,EV sales share,Cars,EV,2018,percent,0.29,Other
Malaysia,Historical,EV stock share,Cars,EV,2023,percent,0.29,Other
Spain,Historical,EV sales share,Cars,EV,2016,percent,0.29,Other
World,Historical,EV sales share,Cars,EV,2013,percent,0.29,_World
World,Historical,EV stock share,Cars,EV,2017,percent,0.29,_World
Rest of the world,Projection-STEPS,EV stock share,Cars,EV,2021,percent,0.29,Other
Slovenia,Historical,EV sales share,Cars,EV,2019,percent,0.29,Other
China,Historical,Battery demand,Cars,EV,2012,GWh,0.28,Other
Belgium,Historical,EV stock share,Cars,EV,2016,percent,0.28,Other
Central and South America,Historical,EV stock share,Cars,EV,2023,percent,0.28,Other
Denmark,Historical,EV sales share,Cars,EV,2013,percent,0.28,Other
Malaysia,Historical,EV sales share,Cars,EV,2021,percent,0.28,Other
Norway,Historical,EV sales share,Cars,EV,2010,percent,0.28,Other
Israel,Historical,EV sales share,Cars,EV,2012,percent,0.27,Other
United Kingdom,Historical,EV stock share,Cars,EV,2016,percent,0.27,Other
Chile,Historical,EV stock share,Cars,EV,2024,percent,0.26,Other
Greece,Historical,EV stock share,Cars,EV,2021,percent,0.26,Other
Poland,Historical,EV sales share,Cars,EV,2018,percent,0.26,Other
USA,Historical,EV stock share,Cars,EV,2016,percent,0.26,Other
Australia,Historical,EV sales share,Cars,EV,2017,percent,0.25,Other
Denmark,Historical,EV sales share,Cars,EV,2011,percent,0.25,Other
Italy,Historical,EV sales share,Cars,EV,2017,percent,0.25,Other
Italy,Historical,EV stock share,Cars,EV,2020,percent,0.25,Other
Japan,Historical,EV stock share,Cars,EV,2016,percent,0.25,Other
Rest of the world,Historical,EV stock share,Cars,EV,2022,percent,0.25,Other
Switzerland,Historical,EV stock share,Cars,EV,2015,percent,0.25,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2016,percent,0.24,Aggregate_sales_stock
Austria,Historical,EV stock share,Cars,EV,2016,percent,0.24,Other
Costa Rica,Historical,EV stock share,Cars,EV,2021,percent,0.24,Other
Finland,Historical,EV stock share,Cars,EV,2017,percent,0.24,Other
North America,Historical,EV stock share,Cars,EV,2016,percent,0.24,Aggregate_sales_stock
Latvia,Historical,EV sales share,Cars,EV,2016,percent,0.24,Other
Latvia,Historical,EV sales share,Cars,EV,2017,percent,0.24,Other
China,Historical,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.23,Other
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.23,Other
Africa,Historical,EV sales share,Cars,EV,2023,percent,0.23,Aggregate_sales_stock
EU27,Historical,EV stock share,Cars,EV,2017,percent,0.23,EU27
Germany,Historical,EV sales share,Cars,EV,2013,percent,0.23,Other
Indonesia,Historical,EV stock share,Cars,EV,2023,percent,0.23,Other
Israel,Historical,EV stock share,Cars,EV,2018,percent,0.23,Other
Switzerland,Historical,EV sales share,Cars,EV,2012,percent,0.23,Other
USA,Historical,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.22,Other
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.22,Other
World,Historical,Battery demand,Cars,EV,2010,GWh,0.22,_World
Canada,Historical,EV sales share,Cars,EV,2013,percent,0.22,Other
Costa Rica,Historical,EV sales share,Cars,EV,2016,percent,0.22,Other
France,Historical,EV stock share,Cars,EV,2016,percent,0.22,Other
Germany,Historical,EV stock share,Cars,EV,2017,percent,0.22,Other
Greece,Historical,EV sales share,Cars,EV,2017,percent,0.22,Other
Japan,Historical,EV stock share,Cars,EV,2015,percent,0.22,Other
Poland,Historical,EV sales share,Cars,EV,2017,percent,0.22,Other
Russia,Historical,EV sales share,Cars,EV,2023,percent,0.22,Other
Korea,Historical,EV sales share,Cars,EV,2015,percent,0.22,Other
Lithuania,Historical,EV sales share,Cars,EV,2015,percent,0.22,Other
Slovakia,Historical,EV sales share,Cars,EV,2017,percent,0.22,Other
Canada,Historical,EV stock share,Cars,EV,2017,percent,0.21,Other
Central and South America,Historical,EV sales share,Cars,EV,2020,percent,0.21,Other
China,Historical,EV stock share,Cars,EV,2015,percent,0.21,Other
Europe,Historical,EV stock share,Cars,EV,2016,percent,0.21,Aggregate_sales_stock
Finland,Historical,EV sales share,Cars,EV,2013,percent,0.21,Other
Israel,Historical,EV sales share,Cars,EV,2013,percent,0.21,Other
Thailand,Historical,EV stock share,Cars,EV,2021,percent,0.21,Other
Turkiye,Historical,EV sales share,Cars,EV,2020,percent,0.21,Other
Rest of the world,Projection-STEPS,EV stock share,Cars,EV,2020,percent,0.21,Other
Austria,Historical,EV sales share,Cars,EV,2013,percent,0.2,Other
Chile,Historical,EV sales share,Cars,EV,2020,percent,0.2,Other
Europe,Historical,EV sales share,Cars,EV,2012,percent,0.2,Aggregate_sales_stock
Portugal,Historical,EV sales share,Cars,EV,2014,percent,0.2,Other
Spain,Historical,EV sales share,Cars,EV,2015,percent,0.2,Other
Lithuania,Historical,EV sales share,Cars,EV,2017,percent,0.2,Other
Australia,Historical,EV sales share,Cars,EV,2015,percent,0.19,Other
Belgium,Historical,EV sales share,Cars,EV,2012,percent,0.19,Other
EU27,Historical,EV sales share,Cars,EV,2012,percent,0.19,EU27
New Zealand,Historical,EV stock share,Cars,EV,2017,percent,0.19,Other
Poland,Historical,EV stock share,Cars,EV,2021,percent,0.19,Other
Spain,Historical,EV sales share,Cars,EV,2014,percent,0.19,Other
Spain,Historical,EV stock share,Cars,EV,2019,percent,0.19,Other
USA,Historical,EV stock share,Cars,EV,2015,percent,0.19,Other
World,Historical,EV stock share,Cars,EV,2016,percent,0.19,_World
Cyprus,Historical,EV sales share,Cars,EV,2019,percent,0.19,Other
Latvia,Historical,EV sales share,Cars,EV,2015,percent,0.19,Other
Europe,Historical,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.18,Aggregate_sales_stock
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.18,Aggregate_sales_stock
Australia,Historical,EV stock share,Cars,EV,2020,percent,0.18,Other
Japan,Historical,EV stock share,Cars,EV,2014,percent,0.18,Other
Mexico,Historical,EV stock share,Cars,EV,2023,percent,0.18,Other
World,Historical,EV sales share,Cars,EV,2012,percent,0.18,_World
Estonia,Historical,EV sales share,Cars,EV,2017,percent,0.18,Other
Romania,Historical,EV sales share,Cars,EV,2017,percent,0.18,Other
World,Historical,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.17,_World
World,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.17,_World
Colombia,Historical,EV stock share,Cars,EV,2021,percent,0.17,Other
Finland,Historical,EV sales share,Cars,EV,2012,percent,0.17,Other
North America,Historical,EV stock share,Cars,EV,2015,percent,0.17,Aggregate_sales_stock
Norway,Historical,EV stock share,Cars,EV,2011,percent,0.17,Other
Portugal,Historical,EV sales share,Cars,EV,2013,percent,0.17,Other
Portugal,Historical,EV stock share,Cars,EV,2017,percent,0.17,Other
Rest of the world,Historical,EV sales share,Cars,EV,2018,percent,0.17,Other
South Africa,Historical,EV sales share,Cars,EV,2022,percent,0.17,Other
Hungary,Historical,EV sales share,Cars,EV,2015,percent,0.17,Other
USA,Historical,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.16,Other
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.16,Other
Asia Pacific,Historical,EV sales share,Cars,EV,2013,percent,0.16,Aggregate_sales_stock
Brazil,Historical,EV sales share,Cars,EV,2020,percent,0.16,Other
EU27,Historical,EV stock share,Cars,EV,2016,percent,0.16,EU27
India,Historical,EV stock share,Cars,EV,2022,percent,0.16,Other
Netherlands,Historical,EV sales share,Cars,EV,2011,percent,0.16,Other
Thailand,Historical,EV stock share,Cars,EV,2020,percent,0.16,Other
United Kingdom,Historical,EV sales share,Cars,EV,2013,percent,0.16,Other
United Kingdom,Historical,EV stock share,Cars,EV,2015,percent,0.16,Other
India,Projection-STEPS,EV stock share,Cars,EV,2022,percent,0.16,Other
Estonia,Historical,EV sales share,Cars,EV,2015,percent,0.16,Other
China,Historical,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.15,Other
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.15,Other
Europe,Historical,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.15,Aggregate_sales_stock
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.15,Aggregate_sales_stock
Africa,Historical,EV sales share,Cars,EV,2022,percent,0.15,Aggregate_sales_stock
Australia,Historical,EV sales share,Cars,EV,2014,percent,0.15,Other
Australia,Historical,EV sales share,Cars,EV,2016,percent,0.15,Other
France,Historical,EV stock share,Cars,EV,2015,percent,0.15,Other
Iceland,Historical,EV stock share,Cars,EV,2014,percent,0.15,Other
Italy,Historical,EV sales share,Cars,EV,2016,percent,0.15,Other
Mexico,Historical,EV sales share,Cars,EV,2018,percent,0.15,Other
Mexico,Historical,EV sales share,Cars,EV,2019,percent,0.15,Other
Middle East and Caspian,Historical,EV sales share,Cars,EV,2021,percent,0.15,Aggregate_sales_stock
Middle East and Caspian,Historical,EV sales share,Cars,EV,2022,percent,0.15,Aggregate_sales_stock
Middle East and Caspian,Historical,EV stock share,Cars,EV,2024,percent,0.15,Aggregate_sales_stock
Rest of the world,Historical,EV stock share,Cars,EV,2021,percent,0.15,Other
Sweden,Historical,EV stock share,Cars,EV,2014,percent,0.15,Other
USA,Historical,EV sales share,Cars,EV,2011,percent,0.15,Other
Estonia,Historical,EV sales share,Cars,EV,2016,percent,0.15,Other
Seychelles,Historical,EV sales share,Cars,EV,2015,percent,0.15,Other
World,Historical,Oil displacement Mbd,Cars,EV,2019,Million barrels per day,0.14,_World
China,Historical,Battery demand,Cars,EV,2011,GWh,0.14,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2015,percent,0.14,Aggregate_sales_stock
Australia,Historical,EV stock share,Cars,EV,2019,percent,0.14,Other
Austria,Historical,EV stock share,Cars,EV,2015,percent,0.14,Other
Canada,Historical,EV sales share,Cars,EV,2012,percent,0.14,Other
Chile,Historical,EV sales share,Cars,EV,2019,percent,0.14,Other
Costa Rica,Historical,EV stock share,Cars,EV,2020,percent,0.14,Other
Germany,Historical,EV stock share,Cars,EV,2016,percent,0.14,Other
Italy,Historical,EV sales share,Cars,EV,2015,percent,0.14,Other
Malaysia,Historical,EV sales share,Cars,EV,2020,percent,0.14,Other
North America,Historical,EV sales share,Cars,EV,2011,percent,0.14,Aggregate_sales_stock
Switzerland,Historical,EV sales share,Cars,EV,2011,percent,0.14,Other
Turkiye,Historical,EV stock share,Cars,EV,2022,percent,0.14,Other
USA,Historical,EV stock share,Cars,EV,2014,percent,0.14,Other
Czech Republic,Historical,EV sales share,Cars,EV,2017,percent,0.14,Other
Asia Pacific,Historical,EV sales share,Cars,EV,2012,percent,0.13,Aggregate_sales_stock
Belgium,Historical,EV stock share,Cars,EV,2015,percent,0.13,Other
Canada,Historical,EV stock share,Cars,EV,2016,percent,0.13,Other
Central and South America,Historical,EV sales share,Cars,EV,2019,percent,0.13,Other
Central and South America,Historical,EV stock share,Cars,EV,2022,percent,0.13,Other
Chile,Historical,EV stock share,Cars,EV,2023,percent,0.13,Other
Denmark,Historical,EV stock share,Cars,EV,2014,percent,0.13,Other
Europe,Historical,EV stock share,Cars,EV,2015,percent,0.13,Aggregate_sales_stock
North America,Historical,EV stock share,Cars,EV,2014,percent,0.13,Aggregate_sales_stock
Russia,Historical,EV sales share,Cars,EV,2021,percent,0.13,Other
Russia,Historical,EV sales share,Cars,EV,2022,percent,0.13,Other
Korea,Historical,EV stock share,Cars,EV,2017,percent,0.13,Other
United Kingdom,Historical,EV sales share,Cars,EV,2012,percent,0.13,Other
Czech Republic,Historical,EV sales share,Cars,EV,2015,percent,0.13,Other
Brazil,Historical,EV stock share,Cars,EV,2022,percent,0.12,Other
France,Historical,EV sales share,Cars,EV,2011,percent,0.12,Other
Greece,Historical,EV sales share,Cars,EV,2016,percent,0.12,Other
India,Historical,EV sales share,Cars,EV,2020,percent,0.12,Other
Indonesia,Historical,EV sales share,Cars,EV,2021,percent,0.12,Other
Japan,Historical,EV stock share,Cars,EV,2013,percent,0.12,Other
Norway,Historical,EV stock share,Cars,EV,2010,percent,0.12,Other
Poland,Historical,EV sales share,Cars,EV,2016,percent,0.12,Other
Spain,Historical,EV sales share,Cars,EV,2013,percent,0.12,Other
Spain,Historical,EV stock share,Cars,EV,2018,percent,0.12,Other
Switzerland,Historical,EV stock share,Cars,EV,2014,percent,0.12,Other
Thailand,Historical,EV stock share,Cars,EV,2019,percent,0.12,Other
World,Historical,EV stock share,Cars,EV,2015,percent,0.12,_World
India,Projection-STEPS,EV sales share,Cars,EV,2020,percent,0.12,Other
USA,Historical,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.11,Other
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.11,Other
India,Historical,Battery demand,Cars,EV,2020,GWh,0.11,Other
India,Projection-STEPS,Battery demand,Cars,EV,2020,GWh,0.11,Other
Belgium,Historical,EV sales share,Cars,EV,2013,percent,0.11,Other
EU27,Historical,EV stock share,Cars,EV,2015,percent,0.11,EU27
Finland,Historical,EV stock share,Cars,EV,2016,percent,0.11,Other
Germany,Historical,EV sales share,Cars,EV,2012,percent,0.11,Other
Israel,Historical,EV stock share,Cars,EV,2017,percent,0.11,Other
Mexico,Historical,EV stock share,Cars,EV,2022,percent,0.11,Other
Portugal,Historical,EV sales share,Cars,EV,2011,percent,0.11,Other
Rest of the world,Historical,EV sales share,Cars,EV,2017,percent,0.11,Other
World,Historical,Oil displacement Mbd,Cars,EV,2018,Million barrels per day,0.1,_World
Colombia,Historical,EV sales share,Cars,EV,2017,percent,0.1,Other
Indonesia,Historical,EV stock share,Cars,EV,2022,percent,0.1,Other
Italy,Historical,EV sales share,Cars,EV,2014,percent,0.1,Other
Italy,Historical,EV stock share,Cars,EV,2019,percent,0.1,Other
Malaysia,Historical,EV stock share,Cars,EV,2022,percent,0.1,Other
Russia,Historical,EV sales share,Cars,EV,2020,percent,0.1,Other
South Africa,Historical,EV sales share,Cars,EV,2016,percent,0.1,Other
Europe,Historical,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.098,Aggregate_sales_stock
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2022,Million barrels per day,0.098,Aggregate_sales_stock
South Africa,Historical,EV sales share,Cars,EV,2020,percent,0.098,Other
Germany,Historical,EV stock share,Cars,EV,2015,percent,0.097,Other
Colombia,Historical,EV stock share,Cars,EV,2020,percent,0.096,Other
Indonesia,Historical,EV sales share,Cars,EV,2020,percent,0.096,Other
Russia,Historical,EV stock share,Cars,EV,2024,percent,0.096,Other
China,Historical,EV sales share,Cars,EV,2013,percent,0.095,Other
Poland,Historical,EV stock share,Cars,EV,2020,percent,0.095,Other
Korea,Historical,EV sales share,Cars,EV,2014,percent,0.092,Other
Mexico,Historical,EV sales share,Cars,EV,2017,percent,0.091,Other
Bulgaria,Historical,EV sales share,Cars,EV,2015,percent,0.09,Other
Austria,Historical,EV stock share,Cars,EV,2014,percent,0.089,Other
Malaysia,Historical,EV stock share,Cars,EV,2018,percent,0.089,Other
Portugal,Historical,EV stock share,Cars,EV,2016,percent,0.089,Other
Portugal,Historical,EV sales share,Cars,EV,2012,percent,0.088,Other
South Africa,Historical,EV sales share,Cars,EV,2021,percent,0.088,Other
France,Historical,EV stock share,Cars,EV,2014,percent,0.086,Other
Rest of the world,Historical,EV stock share,Cars,EV,2020,percent,0.086,Other
Brazil,Historical,EV sales share,Cars,EV,2019,percent,0.084,Other
Canada,Historical,EV stock share,Cars,EV,2015,percent,0.084,Other
Turkiye,Historical,EV sales share,Cars,EV,2019,percent,0.084,Other
Greece,Historical,EV stock share,Cars,EV,2020,percent,0.083,Other
Costa Rica,Historical,EV sales share,Cars,EV,2017,percent,0.082,Other
Malaysia,Historical,EV stock share,Cars,EV,2017,percent,0.082,Other
Chile,Historical,EV sales share,Cars,EV,2018,percent,0.08,Other
Italy,Historical,EV sales share,Cars,EV,2013,percent,0.08,Other
Czech Republic,Historical,EV sales share,Cars,EV,2016,percent,0.08,Other
Romania,Historical,EV sales share,Cars,EV,2016,percent,0.08,Other
Costa Rica,Historical,EV stock share,Cars,EV,2019,percent,0.079,Other
Netherlands,Historical,EV stock share,Cars,EV,2012,percent,0.079,Other
New Zealand,Historical,EV stock share,Cars,EV,2016,percent,0.079,Other
USA,Historical,EV stock share,Cars,EV,2013,percent,0.078,Other
Australia,Historical,EV stock share,Cars,EV,2018,percent,0.077,Other
Malaysia,Historical,EV stock share,Cars,EV,2021,percent,0.077,Other
China,Historical,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.076,Other
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.076,Other
Rest of the world,Historical,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.076,Other
Rest of the world,Projection-STEPS,Oil displacement Mbd,Cars,EV,2024,Million barrels per day,0.076,Other
Mexico,Historical,EV stock share,Cars,EV,2021,percent,0.076,Other
Spain,Historical,EV sales share,Cars,EV,2012,percent,0.076,Other
Greece,Historical,EV sales share,Cars,EV,2015,percent,0.075,Other
Middle East and Caspian,Historical,EV sales share,Cars,EV,2020,percent,0.075,Aggregate_sales_stock
Europe,Historical,EV sales share,Cars,EV,2011,percent,0.074,Aggregate_sales_stock
Turkiye,Historical,EV stock share,Cars,EV,2021,percent,0.074,Other
Asia Pacific,Historical,EV sales share,Cars,EV,2011,percent,0.073,Aggregate_sales_stock
China,Historical,EV sales share,Cars,EV,2012,percent,0.073,Other
North America,Historical,EV stock share,Cars,EV,2013,percent,0.073,Aggregate_sales_stock
Russia,Historical,EV sales share,Cars,EV,2019,percent,0.073,Other
World,Historical,EV sales share,Cars,EV,2011,percent,0.073,_World
World,Historical,EV stock share,Cars,EV,2014,percent,0.073,_World
Poland,Historical,EV sales share,Cars,EV,2014,percent,0.072,Other
United Kingdom,Historical,EV stock share,Cars,EV,2014,percent,0.072,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2014,percent,0.071,Aggregate_sales_stock
Europe,Historical,EV stock share,Cars,EV,2014,percent,0.071,Aggregate_sales_stock
Spain,Historical,EV stock share,Cars,EV,2017,percent,0.071,Other
USA,Historical,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.07,Other
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.07,Other
China,Historical,EV stock share,Cars,EV,2014,percent,0.07,Other
Slovakia,Historical,EV sales share,Cars,EV,2015,percent,0.07,Other
Slovakia,Historical,EV sales share,Cars,EV,2016,percent,0.07,Other
Chile,Historical,EV stock share,Cars,EV,2022,percent,0.068,Other
Denmark,Historical,EV stock share,Cars,EV,2013,percent,0.068,Other
Japan,Historical,EV stock share,Cars,EV,2012,percent,0.068,Other
Rest of the world,Historical,Battery demand,Cars,EV,2010,GWh,0.067,Other
Belgium,Historical,EV stock share,Cars,EV,2014,percent,0.067,Other
Iceland,Historical,EV stock share,Cars,EV,2013,percent,0.067,Other
Malaysia,Historical,EV stock share,Cars,EV,2020,percent,0.067,Other
Russia,Historical,EV sales share,Cars,EV,2018,percent,0.067,Other
Europe,Historical,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.066,Aggregate_sales_stock
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Million barrels per day,0.066,Aggregate_sales_stock
Central and South America,Historical,EV stock share,Cars,EV,2021,percent,0.066,Other
EU27,Historical,EV sales share,Cars,EV,2011,percent,0.066,EU27
South Africa,Historical,EV stock share,Cars,EV,2024,percent,0.066,Other
China,Historical,Oil displacement Mbd,Cars,EV,2019,Million barrels per day,0.065,Other
Chile,Historical,EV sales share,Cars,EV,2017,percent,0.064,Other
South Africa,Historical,EV sales share,Cars,EV,2019,percent,0.064,Other
Brazil,Historical,EV stock share,Cars,EV,2021,percent,0.063,Other
Africa,Historical,EV sales share,Cars,EV,2021,percent,0.062,Aggregate_sales_stock
Colombia,Historical,EV stock share,Cars,EV,2019,percent,0.062,Other
Malaysia,Historical,EV stock share,Cars,EV,2019,percent,0.062,Other
United Kingdom,Historical,EV sales share,Cars,EV,2011,percent,0.062,Other
Poland,Historical,EV sales share,Cars,EV,2015,percent,0.061,Other
Europe,Historical,Battery demand,Cars,EV,2010,GWh,0.06,Aggregate_sales_stock
EU27,Historical,EV stock share,Cars,EV,2014,percent,0.06,EU27
World,Historical,Oil displacement Mbd,Cars,EV,2017,Million barrels per day,0.059,_World
Korea,Historical,EV stock share,Cars,EV,2016,percent,0.059,Other
Italy,Historical,EV stock share,Cars,EV,2018,percent,0.058,Other
Japan,Historical,EV sales share,Cars,EV,2010,percent,0.058,Other
South Africa,Historical,EV sales share,Cars,EV,2015,percent,0.058,Other
Sweden,Historical,EV stock share,Cars,EV,2013,percent,0.058,Other
Switzerland,Historical,EV stock share,Cars,EV,2013,percent,0.058,Other
Thailand,Historical,EV stock share,Cars,EV,2018,percent,0.057,Other
Denmark,Historical,EV stock share,Cars,EV,2012,percent,0.056,Other
Germany,Historical,EV stock share,Cars,EV,2014,percent,0.056,Other
India,Historical,EV sales share,Cars,EV,2011,percent,0.056,Other
Israel,Historical,EV stock share,Cars,EV,2014,percent,0.056,Other
Israel,Historical,EV stock share,Cars,EV,2015,percent,0.056,Other
Mexico,Historical,EV sales share,Cars,EV,2016,percent,0.056,Other
Greece,Historical,EV sales share,Cars,EV,2014,percent,0.055,Other
India,Historical,EV stock share,Cars,EV,2021,percent,0.055,Other
India,Projection-STEPS,EV stock share,Cars,EV,2021,percent,0.055,Other
Africa,Historical,EV stock share,Cars,EV,2024,percent,0.054,Aggregate_sales_stock
Finland,Historical,EV stock share,Cars,EV,2015,percent,0.054,Other
Israel,Historical,EV stock share,Cars,EV,2016,percent,0.054,Other
Middle East and Caspian,Historical,EV sales share,Cars,EV,2019,percent,0.054,Aggregate_sales_stock
Sweden,Historical,EV sales share,Cars,EV,2011,percent,0.054,Other
USA,Historical,Battery demand,Cars,EV,2010,GWh,0.053,Other
Austria,Historical,EV stock share,Cars,EV,2013,percent,0.053,Other
Canada,Historical,EV stock share,Cars,EV,2014,percent,0.053,Other
Portugal,Historical,EV stock share,Cars,EV,2015,percent,0.053,Other
South Africa,Historical,EV sales share,Cars,EV,2017,percent,0.053,Other
Rest of the world,Historical,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.052,Other
Rest of the world,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Million barrels per day,0.052,Other
Australia,Historical,EV stock share,Cars,EV,2017,percent,0.052,Other
Belgium,Historical,EV sales share,Cars,EV,2011,percent,0.052,Other
France,Historical,EV stock share,Cars,EV,2013,percent,0.052,Other
Germany,Historical,EV sales share,Cars,EV,2011,percent,0.052,Other
Central and South America,Historical,EV sales share,Cars,EV,2018,percent,0.05,Other
Rest of the world,Historical,EV stock share,Cars,EV,2019,percent,0.05,Other
Bulgaria,Historical,EV sales share,Cars,EV,2016,percent,0.05,Other
China,Historical,Oil displacement Mbd,Cars,EV,2018,Million barrels per day,0.049,Other
Israel,Historical,EV stock share,Cars,EV,2013,percent,0.049,Other
Spain,Historical,EV sales share,Cars,EV,2011,percent,0.049,Other
Korea,Historical,EV sales share,Cars,EV,2013,percent,0.048,Other
Poland,Historical,EV stock share,Cars,EV,2019,percent,0.047,Other
Mexico,Historical,EV stock share,Cars,EV,2020,percent,0.046,Other
Turkiye,Historical,EV sales share,Cars,EV,2018,percent,0.045,Other
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Million barrels per day,0.044,Other
USA,Historical,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.044,Other
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.044,Other
Middle East and Caspian,Historical,EV stock share,Cars,EV,2023,percent,0.044,Aggregate_sales_stock
Rest of the world,Historical,EV sales share,Cars,EV,2015,percent,0.044,Other
South Africa,Historical,EV stock share,Cars,EV,2023,percent,0.044,Other
Costa Rica,Historical,EV stock share,Cars,EV,2018,percent,0.043,Other
Rest of the world,Historical,EV sales share,Cars,EV,2016,percent,0.042,Other
Canada,Historical,EV sales share,Cars,EV,2011,percent,0.041,Other
New Zealand,Historical,EV sales share,Cars,EV,2013,percent,0.041,Other
South Africa,Historical,EV sales share,Cars,EV,2018,percent,0.041,Other
Korea,Historical,EV sales share,Cars,EV,2012,percent,0.041,Other
Viet Nam,Historical,EV sales share,Cars,EV,2021,percent,0.041,Other
World,Historical,EV stock share,Cars,EV,2013,percent,0.041,_World
USA,Historical,Oil displacement Mbd,Cars,EV,2019,Million barrels per day,0.04,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2013,percent,0.04,Aggregate_sales_stock
Spain,Historical,EV stock share,Cars,EV,2016,percent,0.04,Other
Europe,Historical,EV stock share,Cars,EV,2013,percent,0.038,Aggregate_sales_stock
India,Historical,EV sales share,Cars,EV,2014,percent,0.038,Other
Middle East and Caspian,Historical,EV sales share,Cars,EV,2018,percent,0.038,Aggregate_sales_stock
Australia,Historical,EV stock share,Cars,EV,2016,percent,0.037,Other
World,Historical,Oil displacement Mbd,Cars,EV,2016,Million barrels per day,0.036,_World
China,Historical,Battery demand,Cars,EV,2010,GWh,0.036,Other
Europe,Historical,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.035,Aggregate_sales_stock
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Million barrels per day,0.035,Aggregate_sales_stock
EU27,Historical,EV stock share,Cars,EV,2013,percent,0.035,EU27
Turkiye,Historical,EV stock share,Cars,EV,2020,percent,0.035,Other
Chile,Historical,EV stock share,Cars,EV,2021,percent,0.034,Other
China,Historical,EV sales share,Cars,EV,2011,percent,0.034,Other
Italy,Historical,EV stock share,Cars,EV,2017,percent,0.034,Other
USA,Historical,EV stock share,Cars,EV,2012,percent,0.034,Other
Australia,Historical,EV sales share,Cars,EV,2013,percent,0.033,Other
